QueryId	SubjectId	%KMatchIdentity	QueryKLength	KMatch	GapOpen	QStart	QEnd	SStart	SEnd
H6VZF5_KLEPN	A0A218N4T1_PROMI	100.00	69	69	N/A	1	75	1	N/A
H6VZF5_KLEPN	A0A0F1ARN6_9ENTR	100.00	69	69	N/A	1	75	1	N/A
H6VZF5_KLEPN	A0A3U0K8H4_SALET	100.00	69	69	N/A	1	75	1	N/A
H6VZF5_KLEPN	A0A0H3GZT3_KLEPH	100.00	69	69	N/A	1	75	1	N/A
H6VZF5_KLEPN	A0A1S5SIC3_SALET	100.00	69	69	N/A	1	75	1	N/A
H6VZF5_KLEPN	A0A1W6ARM3_VIBVL	100.00	69	69	N/A	1	75	1	N/A
H6VZF5_KLEPN	U5TTW9_KLEPN	100.00	69	69	N/A	1	75	1	N/A
H6VZF5_KLEPN	A0A0P8ERM8_SERMA	100.00	69	69	N/A	1	75	1	N/A
H6VZF5_KLEPN	C4NUR9_ECOLX	100.00	69	69	N/A	1	75	1	N/A
H6VZF5_KLEPN	A0A0U6J0B6_SERMA	100.00	69	69	N/A	1	75	1	N/A
U4SBE7_HAEPR	RL35_HAEIN	100.00	59	59	N/A	1	65	1	N/A
U4SBE7_HAEPR	A0A2X4R635_HAEHA	100.00	59	59	N/A	1	65	1	N/A
U4SBE7_HAEPR	A0A369ZRE6_9PAST	100.00	59	59	N/A	1	65	1	N/A
U4SBE7_HAEPR	C9PQG0_9PAST	100.00	59	59	N/A	1	65	1	N/A
U4SBE7_HAEPR	A0A0J5P846_9PAST	100.00	59	59	N/A	1	65	1	N/A
U4SBE7_HAEPR	A0A3R8LC24_BIBTR	100.00	59	59	N/A	1	65	1	N/A
U4SBE7_HAEPR	A0A4R6VBM7_9PAST	100.00	59	59	N/A	1	65	1	N/A
U4SBE7_HAEPR	A7LQ16_HAEIF	100.00	59	59	N/A	1	65	1	N/A
U4SBE7_HAEPR	A0A3S4KXW7_AVIVO	100.00	59	59	N/A	1	65	1	N/A
U4SBE7_HAEPR	A0A369YJQ0_9PAST	100.00	59	59	N/A	1	65	1	N/A
A0A368UQC4_MARHY	U7P0D6_9ALTE	100.00	146	146	N/A	1	152	1	N/A
A0A368UQC4_MARHY	A0A2D8DTW0_9ALTE	100.00	146	146	N/A	1	152	1	N/A
A0A368UQC4_MARHY	A0A368UQC4_MARHY	100.00	146	146	N/A	1	152	1	N/A
A0A368UQC4_MARHY	H8WEB8_MARHS	100.00	146	146	N/A	1	152	1	N/A
A0A368UQC4_MARHY	U7HE56_9ALTE	100.00	146	146	N/A	1	152	1	N/A
A0A368UQC4_MARHY	A0A2D9L9G8_9ALTE	95.21	146	139	N/A	1	152	1	N/A
A0A368UQC4_MARHY	A0A506TL26_MARHY	95.21	146	139	N/A	1	152	1	N/A
A0A368UQC4_MARHY	U7NXD4_9ALTE	95.21	146	139	N/A	1	152	1	N/A
A0A368UQC4_MARHY	A0A495IAE5_MARHY	95.21	146	139	N/A	1	152	1	N/A
A0A368UQC4_MARHY	A1TYC1_MARHV	86.30	146	126	N/A	1	152	1	N/A
A0A0C2E8T0_ECOLX	U9Y000_ECOLX	100.00	155	155	N/A	1	161	1	N/A
A0A0C2E8T0_ECOLX	A0A0C2E8T0_ECOLX	100.00	155	155	N/A	1	161	1	N/A
A0A0C2E8T0_ECOLX	D6J6Z9_ECOLX	100.00	155	155	N/A	1	161	1	N/A
A0A0C2E8T0_ECOLX	L4JHB4_ECOLX	100.00	155	155	N/A	1	161	1	N/A
A0A0C2E8T0_ECOLX	F4UYF4_ECOLX	100.00	155	155	N/A	1	161	1	N/A
A0A0C2E8T0_ECOLX	L3PF30_ECOLX	100.00	155	155	N/A	1	161	1	N/A
A0A0C2E8T0_ECOLX	A0A2X7Q244_ECOLX	100.00	155	155	N/A	1	161	1	N/A
A0A0C2E8T0_ECOLX	A0A2X5XFD4_ECOLX	95.48	155	148	N/A	1	161	1	N/A
A0A0C2E8T0_ECOLX	A0A3V3U6K9_SALET	80.00	155	124	N/A	1	161	1	N/A
A0A0C2E8T0_ECOLX	A0A4Y5MTH1_SALET	75.48	155	117	N/A	1	161	1	N/A
SCED_STAES	A0A0Y2C7H0_STREE	100.00	213	213	N/A	1	219	1	N/A
SCED_STAES	SCED_STAEQ	100.00	213	213	N/A	1	219	1	N/A
SCED_STAES	D4FHJ2_STAEP	100.00	213	213	N/A	1	219	1	N/A
SCED_STAES	A0A1U3TA84_9MYCO	100.00	213	213	N/A	1	219	1	N/A
SCED_STAES	SCED_STAES	100.00	213	213	N/A	1	219	1	N/A
SCED_STAES	A0A2G7HWP0_STAEP	100.00	213	213	N/A	1	219	1	N/A
SCED_STAES	W1W3V9_9STAP	100.00	213	213	N/A	1	219	1	N/A
SCED_STAES	A0A4T0WLT5_STAEP	93.43	213	199	N/A	1	219	1	N/A
SCED_STAES	A0A1J4HDW3_9STAP	93.43	213	199	N/A	1	219	1	N/A
SCED_STAES	A0A0E1VI79_STAEP	93.43	213	199	N/A	1	219	1	N/A
RSMA_HYDS0	RSMA_HYDS0	100.00	246	246	N/A	1	252	1	N/A
RSMA_HYDS0	M1QJH0_9AQUI	78.05	246	192	N/A	1	252	1	N/A
RSMA_HYDS0	A0A2N7Q1B7_9AQUI	30.08	246	74	N/A	1	252	1	N/A
A0A0R1YS95_9LACO	A0A0R1GT84_9LACO	100.00	274	274	N/A	1	280	1	N/A
A0A0R1YS95_9LACO	A0A4Y4JUT1_9LACO	100.00	274	274	N/A	1	280	1	N/A
A0A0R1YS95_9LACO	A0A0R1YS95_9LACO	100.00	274	274	N/A	1	280	1	N/A
YMFL_ECOLI	YMFL_ECOLI	100.00	179	179	N/A	1	185	1	N/A
YMFL_ECOLI	A0A4P9SIL1_ECOLX	100.00	179	179	N/A	1	185	1	N/A
YMFL_ECOLI	T9BC64_ECOLX	96.09	179	172	N/A	1	185	1	N/A
YMFL_ECOLI	S1HUM9_ECOLX	96.09	179	172	N/A	1	185	1	N/A
YMFL_ECOLI	A0A2T8R7W0_SALET	96.09	179	172	N/A	1	185	1	N/A
YMFL_ECOLI	A0A3Y7QYL4_SALDE	96.09	179	172	N/A	1	185	1	N/A
YMFL_ECOLI	A0A1S9JFF2_SHIBO	96.09	179	172	N/A	1	185	1	N/A
YMFL_ECOLI	A0A4U9M781_STREE	96.09	179	172	N/A	1	185	1	N/A
YMFL_ECOLI	L3P2L7_ECOLX	96.09	179	172	N/A	1	185	1	N/A
YMFL_ECOLI	A0A1V2FXN3_ECOLX	96.09	179	172	N/A	1	185	1	N/A
A0A1B1MAK4_STRLN	A0A1B1MAK4_STRLN	100.00	162	162	N/A	1	168	1	N/A
A0A1B1MAK4_STRLN	A0A3S9M7N3_9ACTN	66.05	162	107	N/A	1	168	1	N/A
A0A1B1MAK4_STRLN	A0A4D4MRA0_STRAX	61.11	162	99	N/A	1	168	1	N/A
A0A1B1MAK4_STRLN	Q82DE1_STRAW	61.11	162	99	N/A	1	168	1	N/A
A0A1B1MAK4_STRLN	A0A428ZQK0_9ACTN	60.49	162	98	N/A	1	168	1	N/A
A0A1B1MAK4_STRLN	A0A1G9WK99_9ACTN	60.49	162	98	N/A	1	168	1	N/A
A0A1B1MAK4_STRLN	A0A1H4TVW3_9ACTN	59.88	162	97	N/A	1	168	1	N/A
A0A1B1MAK4_STRLN	A0A0M8TTC6_9ACTN	58.64	162	95	N/A	1	168	1	N/A
A0A1B1MAK4_STRLN	A0A0X3VBX0_9ACTN	58.64	162	95	N/A	1	168	1	N/A
A0A1B1MAK4_STRLN	A0A0M8WQR1_9ACTN	58.64	162	95	N/A	1	168	1	N/A
A0A2J7KYJ2_ECOLX	A0A2J7KYJ2_ECOLX	100.00	66	66	N/A	1	72	1	N/A
A0A2J7KYJ2_ECOLX	A0A3T7QKD4_ECOLX	89.39	66	59	N/A	1	72	1	N/A
A0A2J7KYJ2_ECOLX	A0A3W4AFJ9_ECOLX	89.39	66	59	N/A	1	72	1	N/A
A0A2J7KYJ2_ECOLX	A0A2U8YA40_ECOLX	89.39	66	59	N/A	1	72	1	N/A
A0A2J7KYJ2_ECOLX	A0A4P8C2Y4_ECOLX	89.39	66	59	N/A	1	72	1	N/A
A0A2J7KYJ2_ECOLX	A0A1L7AUP1_ECOLX	89.39	66	59	N/A	1	72	1	N/A
