QueryId	SubjectId	%KMatchIdentity	QueryKLength	KMatch	GapOpen	QStart	QEnd	SStart	SEnd
N9H7B5_ACILW	N9Q724_9GAMM	100.00	128	128	N/A	1	134	1	N/A
N9H7B5_ACILW	D0SZW8_ACILW	100.00	128	128	N/A	1	134	1	N/A
N9H7B5_ACILW	N9NA55_9GAMM	100.00	128	128	N/A	1	134	1	N/A
N9H7B5_ACILW	A0A3B9NJX1_9SPHI	100.00	128	128	N/A	1	134	1	N/A
N9H7B5_ACILW	N9H7B5_ACILW	100.00	128	128	N/A	1	134	1	N/A
N9H7B5_ACILW	A0A1P8PPF0_9GAMM	94.53	128	121	N/A	1	134	1	N/A
N9H7B5_ACILW	A0A2T1IXB7_ACIRA	86.72	128	111	N/A	1	134	1	N/A
N9H7B5_ACILW	N9MF40_9GAMM	86.72	128	111	N/A	1	134	1	N/A
N9H7B5_ACILW	V2TXT2_9GAMM	86.72	128	111	N/A	1	134	1	N/A
N9H7B5_ACILW	A0A427VU91_ACIJU	81.25	128	104	N/A	1	134	1	N/A
A0A2V4H1C4_SERMA	A0A236HRF7_SHISO	100.00	77	77	N/A	1	83	1	N/A
A0A2V4H1C4_SERMA	A0A4P8UZH0_9GAMM	100.00	77	77	N/A	1	83	1	N/A
A0A2V4H1C4_SERMA	A0A226Y8A8_9BURK	100.00	77	77	N/A	1	83	1	N/A
A0A2V4H1C4_SERMA	A0A2S2F8I5_9GAMM	100.00	77	77	N/A	1	83	1	N/A
A0A2V4H1C4_SERMA	A0A3V4AQV8_SALET	100.00	77	77	N/A	1	83	1	N/A
A0A2V4H1C4_SERMA	A0A1T1J2U9_ECOLX	100.00	77	77	N/A	1	83	1	N/A
A0A2V4H1C4_SERMA	A0A431KHT9_9RHOO	100.00	77	77	N/A	1	83	1	N/A
A0A2V4H1C4_SERMA	A0A4Q2HCB7_9ENTR	100.00	77	77	N/A	1	83	1	N/A
A0A2V4H1C4_SERMA	A0A2S7SBB6_ESCFE	100.00	77	77	N/A	1	83	1	N/A
A0A2V4H1C4_SERMA	A0A345JNQ3_SALET	100.00	77	77	N/A	1	83	1	N/A
A0A1V2ALL7_RHIRD	A0A1S7SYE3_RHIRD	100.00	79	79	N/A	1	85	1	N/A
A0A1V2ALL7_RHIRD	A0A1S7M4K9_9RHIZ	100.00	79	79	N/A	1	85	1	N/A
A0A1V2ALL7_RHIRD	H0H8A7_RHIRD	100.00	79	79	N/A	1	85	1	N/A
A0A1V2ALL7_RHIRD	A0A1S7MNM2_9RHIZ	100.00	79	79	N/A	1	85	1	N/A
A0A1V2ALL7_RHIRD	A0A1V2ALL7_RHIRD	100.00	79	79	N/A	1	85	1	N/A
A0A1V2ALL7_RHIRD	A0A285YAE1_9RHIZ	91.14	79	72	N/A	1	85	1	N/A
A0A1V2ALL7_RHIRD	F0L1U8_AGRSH	91.14	79	72	N/A	1	85	1	N/A
A0A1V2ALL7_RHIRD	A0A4Y6T3X6_9RHIZ	91.14	79	72	N/A	1	85	1	N/A
A0A1V2ALL7_RHIRD	A0A3D5IKK8_AGRSP	91.14	79	72	N/A	1	85	1	N/A
A0A1V2ALL7_RHIRD	A0A1B9UUE1_RHIRD	79.75	79	63	N/A	1	85	1	N/A
A0A2T9ZUP1_9GAMM	A0A2T9ZUP1_9GAMM	100.00	71	71	N/A	1	77	1	N/A
A0A2T9ZUP1_9GAMM	A0A2T6N170_9GAMM	36.62	71	26	N/A	1	77	1	N/A
A0A2T9ZUP1_9GAMM	A0A2T6N9X4_9GAMM	29.58	71	21	N/A	1	77	1	N/A
A0A2T9ZUP1_9GAMM	A0A1E2ZHL7_9GAMM	29.58	71	21	N/A	1	77	1	N/A
A0A2T9ZUP1_9GAMM	A0A2T9ZSL9_9GAMM	19.72	71	14	N/A	1	77	1	N/A
A0A1V3X5Y1_MYCKA	X7XRP4_MYCKA	100.00	83	83	N/A	1	89	1	N/A
A0A1V3X5Y1_MYCKA	A0A1V3X5Y1_MYCKA	100.00	83	83	N/A	1	89	1	N/A
A0A1V3X5Y1_MYCKA	U5WRM9_MYCKA	100.00	83	83	N/A	1	89	1	N/A
A0A1V3X5Y1_MYCKA	X7XV52_MYCKA	100.00	83	83	N/A	1	89	1	N/A
A0A1V3X5Y1_MYCKA	A0A1V3WT93_MYCKA	93.98	83	78	N/A	1	89	1	N/A
A0A1V3X5Y1_MYCKA	A0A1J0U2U1_9MYCO	57.83	83	48	N/A	1	89	1	N/A
A0A1V3X5Y1_MYCKA	A0A1Q4TUI7_9MYCO	57.83	83	48	N/A	1	89	1	N/A
A0A1V3X5Y1_MYCKA	V7N5D2_MYCAV	57.83	83	48	N/A	1	89	1	N/A
A0A1V3X5Y1_MYCKA	O06053_MYCGO	57.83	83	48	N/A	1	89	1	N/A
A0A1V3X5Y1_MYCKA	A0A1A0MIN5_9MYCO	57.83	83	48	N/A	1	89	1	N/A
A0A179C052_RHILE	A0A179C052_RHILE	100.00	126	126	N/A	1	132	1	N/A
A0A179C052_RHILE	A0A3S0QAM1_9RHIZ	38.89	126	49	N/A	1	132	1	N/A
A0A179C052_RHILE	A0A0T7FTK5_RHIGA	36.51	126	46	N/A	1	132	1	N/A
A0A179C052_RHILE	A0A4R6NFH2_9RHIZ	35.71	126	45	N/A	1	132	1	N/A
A0A179C052_RHILE	A0A4Q8ZXB1_RHILE	35.71	126	45	N/A	1	132	1	N/A
A0A179C052_RHILE	A0A2K9ZH29_RHILE	35.71	126	45	N/A	1	132	1	N/A
A0A179C052_RHILE	A0A2A6HLS0_9RHIZ	35.71	126	45	N/A	1	132	1	N/A
A0A179C052_RHILE	A0A4R3H8W1_9RHIZ	34.13	126	43	N/A	1	132	1	N/A
A0A179C052_RHILE	A0A1S1PBX8_9RHIZ	30.95	126	39	N/A	1	132	1	N/A
A0A179C052_RHILE	A0A437NKM2_9RHIZ	30.95	126	39	N/A	1	132	1	N/A
A0A1S1KTT7_MYCCH	A0A1S1KTT7_MYCCH	100.00	165	165	N/A	1	171	1	N/A
A0A1S1KTT7_MYCCH	A0A1T8ZMT3_9MYCO	86.06	165	142	N/A	1	171	1	N/A
A0A1S1KTT7_MYCCH	A0A145U2N5_9MYCO	83.03	165	137	N/A	1	171	1	N/A
A0A1S1KTT7_MYCCH	A0A4Y6IRR0_MYCCH	69.70	165	115	N/A	1	171	1	N/A
A0A1S1KTT7_MYCCH	A0A1S1K8T6_MYCCH	67.88	165	112	N/A	1	171	1	N/A
A0A1S1KTT7_MYCCH	A0A0R3HEB3_9MYCO	67.27	165	111	N/A	1	171	1	N/A
A0A1S1KTT7_MYCCH	A0A0R3FNN4_9MYCO	67.27	165	111	N/A	1	171	1	N/A
A0A1S1KTT7_MYCCH	A0A0R3ICE3_9MYCO	67.27	165	111	N/A	1	171	1	N/A
A0A1S1KTT7_MYCCH	A0A0R3F1T0_9MYCO	67.27	165	111	N/A	1	171	1	N/A
A0A1S1KTT7_MYCCH	A0A1Z4F0R6_9MYCO	64.85	165	107	N/A	1	171	1	N/A
A0A0R2HN35_9FIRM	A0A0R2HN35_9FIRM	100.00	246	246	N/A	1	252	1	N/A
A0A0R2HN35_9FIRM	A0A1H2PXQ3_9FIRM	97.15	246	239	N/A	1	252	1	N/A
A0A0R2HN35_9FIRM	A0A3E3AGS1_9FIRM	11.38	246	28	N/A	1	252	1	N/A
A0A0R2HN35_9FIRM	B0N708_9FIRM	11.38	246	28	N/A	1	252	1	N/A
