QueryId	SubjectId	%KMatchIdentity	QueryKLength	KMatch	GapOpen	QStart	QEnd	SStart	SEnd
A0A1W1KID2_KLEPN	A0A501APP5_9ENTR	100.00	157	157	N/A	1	163	1	N/A
A0A1W1KID2_KLEPN	A0A2J3DEP8_9ENTR	100.00	157	157	N/A	1	163	1	N/A
A0A1W1KID2_KLEPN	A0A377RED1_KLEAE	100.00	157	157	N/A	1	163	1	N/A
A0A1W1KID2_KLEPN	A0A1W1KID2_KLEPN	100.00	157	157	N/A	1	163	1	N/A
A0A1W1KID2_KLEPN	A0A4V0H7Z4_ECOLX	95.54	157	150	N/A	1	163	1	N/A
A0A1W1KID2_KLEPN	A0A2N5AJ93_KLEVA	95.54	157	150	N/A	1	163	1	N/A
A0A1W1KID2_KLEPN	W1E6D7_KLEPN	95.54	157	150	N/A	1	163	1	N/A
A0A1W1KID2_KLEPN	A0A2A5MK54_9ENTR	95.54	157	150	N/A	1	163	1	N/A
A0A1W1KID2_KLEPN	A0A060VF32_KLEPN	95.54	157	150	N/A	1	163	1	N/A
A0A1W1KID2_KLEPN	A0A422W7B4_KLEPN	95.54	157	150	N/A	1	163	1	N/A
TUSE_ECOLI	W8TQB1_ECOLX	100.00	103	103	N/A	1	109	1	N/A
TUSE_ECOLI	A0A365QD08_ECOLX	100.00	103	103	N/A	1	109	1	N/A
TUSE_ECOLI	A0A4P7TN53_SHIFL	100.00	103	103	N/A	1	109	1	N/A
TUSE_ECOLI	A0A1X3L4P3_ECOLX	100.00	103	103	N/A	1	109	1	N/A
TUSE_ECOLI	F3WGU9_9ENTR	100.00	103	103	N/A	1	109	1	N/A
TUSE_ECOLI	U9XUU2_ECOLX	100.00	103	103	N/A	1	109	1	N/A
TUSE_ECOLI	J7QZT7_ECOLX	100.00	103	103	N/A	1	109	1	N/A
TUSE_ECOLI	F4VCZ6_ECOLX	100.00	103	103	N/A	1	109	1	N/A
TUSE_ECOLI	V2RE42_ECOLX	100.00	103	103	N/A	1	109	1	N/A
TUSE_ECOLI	I6E168_SHIBO	100.00	103	103	N/A	1	109	1	N/A
